ITEM,Custom1,Custom2
3120264,MIXED NUTS,WILD WEST MIX
3130106,OLIVE OIL,100% PURE
3130124,LIQUID BUTTER ALT,
3130128,SESAME OIL,
3130151,SESAME OIL,100% PURE
3130152,CHILI OIL,HOT
3130160,SESAME OIL,100% PURE
3130169,SESAME OIL PURE,
3130173,SESAME FLAVORED OIL,
3130178,SESAME FLAVORED OIL,
3130179,PERILLA OIL,
3130189,SALAD OIL,
3130191,PURE SESAME OIL,
3130196,EXTRA VIRGIN OLIVE OIL,
3130197,POMACE OLIVE OIL,
3130199,SHORTENING,REGULAR
3130200,EXTRA VIRGIN OLIVE OIL,
3130204,POMACE OLIVE OIL,
3130205,PURE OLIVE OIL,
3130206,CANOLA / EVOO,
3130207,SOY/POMACE OIL,90/10 BLEND
3130211,LIQUID BUTTER ALT,SODIUM FREE
3130218,SESAME OIL BLEND,
3130254,PEANUT OIL,
3130287,OLIVE OIL BLEND,75/25
3130290,CANOLA OIL,
3130310,BUTTER FLAVORED OIL,
3130312,LIQUID BUTTER ALT,
3130320,PAN COATING,ALL PURPOSE
3130326,VEGETABLE OIL,
3130337,SUATE & GRILL OIL,UNSALTED
3131507,PAN COATING,ALL PURPOSE
3131509,PAN COATING,3 OIL BLEND
3131521,GRAPESEED OIL,
3131542,EXTRA VIRGIN OLIVE OIL,
3131574,PAN COATING,SAUTE & GRILL
3140104,BLACK OLIVES,JUMBO PITTED
3140105,BLACK OLIVES,MEDIUM PITTED
3140112,BLACK OLIVES,SLICED
3140140,NICOISE OLIVES,PITTED
3140155,KALAMATA OLIVES,LARGE PITTED
3140190,RIPE BLACK OLIVES,SLICED
3140207,"GREEN OLIVES, 120-130",STUFFED QUEEN
3140208,"GREEN OLIVES, 80-90",STUFFED QUEEN
3141501,CHILI PEPPER ,"WHOLE, DRIED"
3141511,JALAPENO PEPPERS,SLICED
3141521,PEPPERONCINI,WHOLE
3141524,PEPPERONCINI,SLICED
3141533,SWEET CHERRY PEPPERS,
3141534,GREEN CHILES,DICED
3141537,GREEN CHILES,DICED
3141564,RED PEPPERS,ROASTED
3141572,CHIPOTLE PEPPERS,IN ADOBO SAUCE
3141573,GREEN CHILES,WHOLE
3142502,SWEET PICKLE SLICES,
3142503,HAMBURGER DILL SLICES,
3142507,HOT BANANA PEPPERS,
3142591,SWEET RELISH,
3143508,DICED RED PIMIENTOS,
3149016,CAPERS,NON PAREILLE
3149019,CAPERS,NON PAREILLE
3149021,SURFINE CAPERS,IN VINEGAR
3149054,TAHINI SESAME PASTE,PURE
3149055,COCKTAIL ONIONS,
3149058,GREEN PEPPERCORNS,
3160117,MAYONNAISE PACKETS,
3160212,HAWAIIAN LILIKOI DRESSING,
3160215,MAUI ONION PONZU DRESSING,
3160403,TONKATSU SAUCE,TAKE-OUT
3160405,SOY SAUCE,NATURAL BREWED
3171007,FRENCH FRIED ONIONS,
3171019,HOMESTYLE CROUTONS,SEASONED
3175009,TROPICS DRESSING,
3175045,BUTTERMILK METRO RANCH DRESSING,
3175067,FRENCH DRESSING,FAT FREE
3175095,ORIENTAL DRESSING,
3175114,CAESAR DRESSING,CLASSIC NO MSG
3175115,CAESAR DRESSING,CREAMY
3175119,COCKTAIL SAUCE,SEACLIFF
3175127,PAPAYA HONEY DIJON DRESSING,
3175130,CHAMPAGNE DRESSING,
3175132,CAESAR DRESSING,CREAMY
3175149,GOLDEN ITALIAN DRESSING,
3175150,RANCH DRESSING,
3175151,THOUSANAD ISLAND DRESSING,
3175174,BALSAMIC VINAIGRETTE DRESSING,
3175275,HONEY MUSTARD DRESSING,
3175280,GOLDEN ITALIAN DRESSING,
3175281,RANCH DRESSING,CREAMY
3175282,CAESAR DRESSING,CREAMY
3175283,LIGHT BALSAMIC VINAIGRETTE DRESSING,
3175284,FRENCH DRESSING,FF
3175285,THOUSAND ISLAND,CREAMY DRESSING
3175287,LIGHT RANCH DRESSING,FF
3175291,BLUE CHEESE DRESSING,
3175300,ORIENTAL SESAME DRESSING,
3175301,PONZU CITRUS DRESSING,
3175302,HONEY MUSTARD DRESSING,
3175306,BLUE CHEESE DRESSING,CHUNKY
3175307,COLESLAW DRESSING,MAGIC BLEND
3175308,GOLDEN ITALIAN DRESSING,
3175309,RANCH DRESSING,CREAMY
3175322,CAESAR DRESSING,CREAMY
3175335,LIGHT BALSAMIC VINAIGRETTE DRESSING,
3175336,THOUSAND ISLAND DRESSING,CREAMY
3175337,SESAME SHOYU DRESSING,
3176005,MAYONNAISE,REAL
3176006,MAYONNAISE,
3176015,MAYONNAISE,BIG SQUEEZE
3176023,MAYONNAISE,PREMIUM
3176026,MAYONNAISE,
3176036,MAYONNAISE,PREMIUM WHOLE EGG
3176065,MAYONNAISE,LIGHT
3176083,KEWPIE MAYONNAISE,SQUEEZE TUBE
3177006,RED WINE VINEGAR,0.05
3177007,COOKING SHERRY,
3177008,APPLE CIDER VINEGAR,0.04
3177009,WHITE VINEGAR,DISTILLED 5%
3177010,SAUTERNE COOKING WINE,0.11
3177013,WHITE WINE VINEGAR,0.05
3177014,BURGUNDY COOKING WINE,
3177016,RICE VINEGAR,GOURMET SEASONED
3177017,RICE VINEGAR,"BREWED, GENUINE"
3177023,VINEGAR,SUSHI NO TOMO
3177028,RICE VINEGAR,"NATURAL, 4.2%"
3177030,BALSAMIC VINEGAR GLAZE,
3177031,RICE VINEGAR,SUSHI SU
3177033,WHITE VINEGAR,DISTILLED
3177035,RICE VINEGAR,SEASONED
3177036,RICE VINEGAR,NATURAL
3177037,APPLE CIDER VINEGAR,
3177038,SUGAR CANE VINEGAR,
3177039,CANE VINEGAR,
3177041,VINEGAR,NATIVE
3177044,VINEGAR,SPICY
3177045,BALSAMIC VINEGAR,
3177046,VINEGAR,
3177048,VINEGAR,SUKANG SASA
3177063,VINEGAR,MALT DECANTER
3177065,MIRIN,SWEET COOKING WINE
3177067,VINEGAR,GANG-HO
3177086,PASTRAMI BRISKET,SLICED
3177103,BALSAMIC VINEGAR,18 YEAR
3180103,CHILI SAUCE,
3180107,CHILI SRIRACHA SAUCE,
3180115,SRIRACHA CHILI SAUCE,
3180120,THAI CHILI SAUCE,
3180121,CHILI SRIRACHA SAUCE,
3180126,COCKTAIL SAUCE,
3180141,SRIRACHA MAYO,
3180142,CHILI GARLIC SAUCE,
3180143,CHILI PASTE,SAMBAL 
3180144,CHILI SWEET SAUCE,
3180146,SRIRACHA CHILI KETCHUP,
3181002,HORSERADISH,PREPARED
3181504,GREEN CHILES SALSA,
3181506,BUENO SALSA,
3181510,ENCHILADA SAUCE,
3181512,TABASCO SAUCE,RETAIL RED LABEL
3181523,TABASCO SAUCE,PACKETS
3181529,TABASCO SOY SAUCE,
3181532,TAPATIO SAUCE,
3181536,TAPATIO SAUCE,
3181546,THICK N' CHUNKY SALSA,MILD
3181587,ENCHILADA SAUCE,TOMATO
3182505,DIJON MUSTARD,
3182507,COUNTRY DIJON MUSTARD,
3182510,MUSTARD POWDER,
3182517,YELLOW MUSTARD,
3182549,DIJON MUSTARD,SQUEEZE
3182553,YELLOW MUSTARD,SQUEEZE
3182555,DIJON MUSTARD,
3182557,WHOLE GRAIN DIJON MUSTARD,
3182573,CHILI WATER,
3182574,CHILI WATER,
3183002,SOY SAUCE,FOODSERVICE
3183003,SOY SAUCE,
3183005,SOY SAUCE,CHEF SELECT
3183006,SOY SAUCE,PREMIUM
3183015,TONKATSU SAUCE,
3183019,SOY SAUCE,SEASONED
3183020,KATSU SAUCE,
3183021,KOTTERI MIRIN,
3183022,UNAGI SUSHI SAUCE,
3183026,SOY SAUCE,
3183027,SWEET & SOUR SAUCE,
3183028,SHRIMP SAUCE,FINE
3183029,LONG RICE,
3183039,SOY SAUCE,
3183045,SOY SAUCE,GLUTEN FREE
3183046,SOY SAUCE,LOW SALT
3183047,SOY SAUCE,GOLD PREMIUM
3183050,SOY SAUCE,"DISPENSER,GLUTEN FREE"
3183071,TONKATSU SAUCE,
3183073,UNAGI SUSHI SAUCE,
3183075,TERIYAKI NIPPON SHOKKEN,
3183079,UNAGI SUSHI SAUCE,
3183080,TERIYAKI GLAZE,
3183083,WASABI SAUCE,
3183084,PONZU CITRUS SEASONED DRESSING,
3183086,TERIYAKI SAUCE,
3183089,SOY SAUCE,RETAIL RED LABEL
3183090,BBQ SAUCE,
3183092,TERIYAKI SAUCE,HAWAIIAN
3183098,MEMMI SAUCE,
3183101,ASIAN SWEET GINGER SAUCE,
3183110,FISH PATIS SAUCE,
3183134,STIR FRY SAUCE,
3183136,GROUND BEAN SAUCE,
3183137,PLUM SAUCE,GOLD LABEL
3183138,BANANA SAUCE ,REGULAR
3183139,BANANA SAUCE ,HOT
3183140,BAGOONG TIRONG,
3183141,BAGOONG TIRONG,BONELESS
3183142,FISH PATIS SAUCE,
3183143,SOY SAUCE,
3183144,SUKANG PUTI,
3183145,SOY SAUCE,
3183146,FISH PATIS SAUCE,
3183147,FISH PATIS SAUCE,
3183148,SOY SAUCE,
3183149,YAKISOBA SAUCE,
3183178,GYOZA SAUCE,
3183180,SOY SAUCE,DISPENSER BOTTLE
3183181,SOY SAUCE,DISPENSER LESS SALT
3183182,TONKATSU SAUCE,
3183183,SOBA TSUYU SAUCE,
3183184,YAKISOBA SAUCE,
3183187,SOY SAUCE,ORGANIC TAMARI
3183188,PREMIUM SUSHI SAUCE,
3183189,SOY SAUCE,USU KUCHI
3183190,KONBU TSUYU SAUCE,
3183192,LIQUID SHIRODASHI,
3183193,PONZU SAUCE,
3183194,PLUM NERI UME PASTE,TUBE 
3183195,WHITE SESAME PASTE,
3183196,PLUM EXTRACT,MAEWON
3184000,SPAGHETTI SAUCE,WITH TOMATO BITS
3184001,MARINARA SAUCE,
3184501,A-1 STEAK SAUCE,
3184508,WORCESTERSHIRE SAUCE,
3184509,BBQ SAUCE,SMOKEY
3184510,BROWNING & SEASONING SAUCE,
3184511,LIQUID SMOKE HICKORY,
3184514,BBQ SAUCE ORIGINAL MILD,
3184515,BBQ SAUCE,CLASSIC
3184528,LIQUID MAGGI SEASONING,
3184532,BROWNING & SEASONING SAUCE,
3184533,LIQUID SMOKE HICKORY,
3184540,WORCESTERSHIRE SAUCE,
3184556,WORCESTERSHIRE SAUCE,
3184576,COUNTRY SAUSAGE GRAVY,
3184595,CHEDDAR CHEESE SAUCE,
3184618,BBQ SAUCE ORIGINAL,
3184621,REDHOT SAUCE,
3184641,NEW ENGLAND TARTER,SAUCE
3184644,SWEET BABY RAY'S,ORIGINAL
3184655,TANGY GOLD BBQ SAUCE,
3184670,CHOLULA SAUCE,
3184808,CHILI SAUCE,FANCY
3184813,BASIL PESTO,
3184814,PESTO GENOVESE,
3184823,HORSERADISH,"PREPARED, EXTRA HOT"
3184825,HOLLANDAISE SAUCE,
3184828,BASIC CHEDDAR CHEESE SAUCE,
3184844,WORCESTERSHIRE SAUCE,
3185500,CHICKEN GRAVY MIX,
3185507,BBQ SAUCE,HAWAIIAN
3185508,BBQ SAUCE,HAWAIIAN SPICY
3185509,KIM CHEE MIX,
3185511,CHAR SIU BBQ MIX,
3185512,HULA HULI MARINADE,
3185513,BBQ SAUCE ,HAWAIIAN
3185514,HULA HULI SAUCE,
3185516,HAUPIA COCONUT MIX,PUDDING
3185517,ROAST CHICKEN MIX,
3185518,LEMON CHICKEN MIX,
3185519,BEEF TOMATO MIX,
3185521,KAL BI BBQ MIX,
3185525,HAWAIIAN POKE MIX,
3185526,AU JUS GRAVY MIX,
3185537,AU JUS GRAVY MIX,CLASSIC
3185538,AU JUS GRAVY MIX,
3185539,AU JUS GRAVY MIX,INSTANT
3185540,HOLLANDAISE MIX,
3185541,ALFREDO MIX,
3185542,DEMI GLACE SAUCE,
3185554,TURKEY GRAVY,
3185555,VINHA D'ALHOS MIX,
3185556,SWEET & SOUR MIX,
3185557,ROAST DUCK MIX,
3185558,TERI STYLE BURGER MIX,
3185559,HOT SAUCE,HAWAIIAN
3185586,CHEESE SAUCE MIX,
3185588,DEMI GLACE CHICKEN,POUCH
3185589,DEMI GLACE POUCH,
3185600,ALFREDO MIX,
3185601,ALFREDO MIX,
3185610,BROWN GRAVY MIX,
3185635,TURKEY GRAVY MIX,
3186036,SPAGHETTI SEASONING MIX,
3190121,TUNA CHUNKS LIGHT,SKIPJACK
3190123,TUNA CHUNKS LIGHT,
3190126,TUNA CHUNKS LIGHT,IN WATER
3190146,ANCHOVY,SOY OIL
3190147,ESCARGOT,VERY LARGE
3190157,TUNA,PREMIUM WHITE
3190167,SEA CLAMS,CHOPPED
3190169,SEA CLAMS,CHOPPED
3190170,SEA CLAM JUICE,
3190171,SHRIMP PASTE,REGULAR SAUTE
3190172,SHRIMP PASTE,SWEET SAUCE
3190173,SHRIMP PASTE,SPICY SAUTEE
3190177,OCEAN CLAMS,CHOPPED
3190178,OCEAN CLAM JUICE,
3190179,OCEAN CLAMS,CHOPPED
3190181,OCEAN CLAMS,
3190195,ESCARGOT,EXTRA LARGE
3190213,TUNA CHUNKS,WHITE ALBACORE
3190249,ANCHOVY,OLIVE OIL
3190251,ANCHOVY PASTE,
3194009,BLACK TIGER SHRIMP,HLSO 21-25 BF
3194010,BREADED SCALLOP,30 CT GOURMET
3194014,BLACK TIGER SHRIMP,8-12 PDTO IQF BT
3194016,BLACK TIGER SHRIMP,PDTO 8-12 IQF
3194020,WHITE SHRIMP,PDTF 26-30 BF
3194026,SCALLOP,10-20 NAT IQF
3194027,SCALLOP,20-30 CT NAT IQF
3194030,BRD COCONUT SHRIMP,13-15 BFLY
3194044,WHITE SHRIMP,HLSO 31-35
3194046,COOKED TAKO,SLICED
3194050,SCALLOP,IQF
3194057,CALAMARI STEAKS,5-6 OZ
3194071,MONGO IKA ,WILD
3194106,BLACK TIGER SHRIMP,16-20 HLSO BT
3194107,BLACK TIGER SHRIMP,13-15 HLSO BT
3194108,BLACK TIGER SHRIMP,16-20 HLSO BT
3194112,WHITE SHRIMP,HLSO 21-25
3194160,HAMACHI YELLOWTAIL,LOIN
3194183,BAY SCALLOP IQF,80-100/120 CT
3194185,WHITE SHRIMP,PDTF 41-50 BF
3194186,WHITE SHRIMP,PDTF 41-50 BF
3194187,WHITE SHRIMP,PDTF 31-40 BF
3194197,BREADED SHRIMP,21-25
3194198,NOBASHI EBI,21/25
3194202,POLLOCK FILLET,2-3 OZ
3194220,SUSHI EBI WHITE,
3194242,MUSSELS,HALF SHELL
3194245,CLAMS,HARD SHELL
3194248,WHITE SHRIMP,51-60 PDTF IQF
3194370,LOBSTER SENSATIONS,
3194393,FANTAIL SHRIMP,21-25  BREADED
3194431,CALAMARI STEAKS,4-5OZ
3194458,SQUID TENTACLES,IQF
3194461,SQUID TUBES,"5-8"""
3194465,HOSO SHRIMP,50-60 SA
3194470,SQUID KARA-AGE ,COMBO
3194471,"5-8"" SQUID",TUBES & TENTACLES
3194472,SQUID,RINGS & TENTACLES
3194475,LOGILO BLOCK SQUID,ROUND WHOLE
3194480,HOSO SHRIMP,40-50 SA
3194481,NOVA SALMON,STYLE SCL SIDE SMKD
3194508,BREADED CALAMARI,RINGS
3194514,BLACK TIGER SHRIMP,8-12 HLSO BT
3194521,OYSTER,TINY-SIZE IQF
3194523,BREADED OYSTER,18-25CT MEDIUM
3194536,WHITE SHRIMP,71-90 PDTF IQF
3194578,BLACK TIGER SHRIMP,PDTO 13-15 IQF
3194731,BLACK TIGER SHRIMP,PDTO 16-20 IQF
3194732,BLACK TIGER SHRIMP,21-25 PDTO IQF BT
3194758,YELLOWFIN TUNA,POKE CUBES
3194760,SHRIMP,C&P 250-350 CW IQF
3194776,YELLOWFIN TUNA,POKE CUBES
3194778,YELLOWFIN TUNA,POKE CUBES
3194790,YELLOWFIN TUNA,SAKU BLOCK
3194791,IKA BANNO MONGO,
3194792,OYSTER,"BREADED, BLANCHED"
3194793,IZUMIDAI,OVP FARM RAISED
3194794,IMITATION CRAB, KANIKAMA SHREDS
3194795,IMITATION CRAB,KANIKAMA STICK
3194797,TROUT/SALMON,NIGIRI SLICE
3194799,MADAKO,NIGIRI SLICE
3194800,WASABI TAKO,
3194801,CHIGIRI TAKO,
3194802,MARUKYO MASAGO,
3194803,TOBIKO,
3194804,IIDAKO KARAAGE,
3194805,UNAGI,
3194809,BREADED OYSTER,BLANCHED
3195030,ATL. SALMON FILLET,SO PBO
3199001,HANA EBI RED,
3199002,HANA EBI GREEN,
3199006,IMITATION CRABMEAT,FLAKE STYLE SURIMI
3199008,CRABMEAT ,BLUE CLAW
3199009,CRABMEAT ,SPECIAL
3199022,IMITATION CRABMEAT,SALAD STYLE 3% SURIMI
3199023,IMITATION CRABMEAT,LEG STYLE STICK
3199042,CRABMEAT ,SUPER LUMP
3199080,MANGROVE SOFT SHELL CRAB,
3199120,IMITATION CRAB,SHREDDED
3199121,IMITATION CRAB,STICKS
3199207,KAMABOKO FISHCAKE,
3199208,UZUMAKI FISHCAKE,
3199209,IMITATION CRAB STICKS,
3199210,IMITATION CRAB,ALASKAN SNOW LEGS
3200166,TORTILLA CHIPS,YELLOW CORN
3201009,ICE CREAM CONES,SUGAR
3201112,ASSORTED BISCUITS,EVERYTIME
3201114,ASSORTED BISCUITS,
3203052,ENTERTAINMENT CRACKERS,
3203114,ASIAN MIX,W/ WASABI PEAS
3204002,PORK WONTON,.5 OZ
3204038,SHRIMP SHUMAI,
3204039,CRAB SHUMAI,
3204040,SHUMAI,PORK 
3204041,THAI VEGETABLE POTSTICKER,
3204045,GYOZA,SHRIMP
3204046,GYOZA,PORK & CHICKEN
3204047,GYOZA,CHICKEN
3204048,GYOZA,VEGETABLE
3204049,GYOZA,BEEF
3204051,BEEF MANDOO,
3204052,SHRIMP SHUMAI,
3209049,MARSHMALLOWS,MINI
3209051,MARSHMALLOWS,LARGE
3210104,ULTIMATE BEEF BASE,
3210107,ULTIMATE CHICKEN BASE,
3210117,BEEF BASE,
3210118,CHICKEN BASE,
3210119,SHIRO MISO,
3210126,HONDASHI,KATSUO BAG
3210127,BEEF BASE,CHOICE
3210130,FISH BASE,NO MSG
3210132,CHICKEN POWDER BASE,
3210136,CHICKEN BROTH,
3210139,MUSHROOM-STIRFRY BASE,VEGETARIAN
3210143,CHICKEN BOUILLON POWDER,
3210144,CALDO DE POLO BASE,
3210145,MUSHROOM BASE,NO MSG
3210174,SOUP BASE,REEG/ORIENTAL NO MSG
3210175,SOUP BASE,REG/ORIENTAL
3210197,BEEF BASE,LIQUID CONCENTRATE
3210198,CHICKEN BASE,LIQUID CONCENTRATE
3210200,ULTIMATE CHICKEN BASE,
3210201,ULTIMATE BEEF BASE,
3210203,CHICKEN BASE,LIQUID CONCENTRATE
3210204,BEEF BASE,LIQUID CONCENTRATE
3210205,CHICKEN BASE,
3210206,CREAM SOUP BASE,NO MSG
3210210,BEEF BASE,
3210211,CHICKEN ,
3210212,BEEF BASE,
3210213,HONDASHI,
3210214,KIM CHEE BASE,
3210215,BEEF SOUP STOCK,
3210216,CLAM BASE,PREMIUM GOLD
3211004,CHICKEN BASE,NO MSG
3211005,BEEF BASE,NO MSG
3211009,PORK BASE,NO MSG
3211010,HAM BASE,NO MSG
3211013,CHICKEN BASE,NO MSG
3211014,BEEF BASE,NO MSG
3211016,LOBSTER BASE,NO MSG
3211019,CLAM BASE,NO MSG
3211021,VEG-CHICKEN CONSOMME,
3211031,PORTUGESE BEAN SOUP,
3211032,CAPTAINS CORN CHOWDER,
3211047,MIREPOIX BASE,NO MSG
3211102,BEEF FLAVORED SOUP & GRAVY ,
3211103,CHICKEN FLAVORED SOUP & GRAVY ,
3211148,CLAM CHOWDER,NEW ENGLAND
3211172,SHRIMP BASE,NO MSG
3211222,MISO BASE,SHIRO
3211223,MISO BASE,AKA
3211224,MISO BASE,AWASE
3212017,TOMATO SOUP,
3212018,CREAM OF MUSHROOM,
3212019,MINESTRONE SOUP,
3212020,CREAM OF CHICKEN ,
3214026,ONION SOUP MIX,
3214027,CHICKEN TORTILLA SOUP,
3214030,CREAMY TOMATO RED PEPPER SOUP,
3214033,CLAM CHOWDER,
3214035,CREAMY TOMATO RED PEPPER SOUP,
3214036,CHICKEN NOODLE SOUP,
3214040,GARDEN VEGETABLE SOUP,
3214041,CHICKEN GUMBO SOUP,
3214042,BROCCOLI & CHEESE SOUP,
3214057,CHICKEN NOODLE SOUP,
3214058,GARDEN & VEGETABLE SOUP,
3214059,BROCCOLI & CHEESE SOUP,
3214060,CLAM CHOWDER,NEW ENGLAND
3214061,CREAM OF MUSHROOM,
3214063,THAI CHICKEN CURRY SOUP,
3217043,CHILI CON CARNE,WITH BEANS
3217044,CLAM CHOWDER,NEW ENGLAND
3217045,CREAM OF BROCCOLI,
3217046,ROASTED CHICKEN NOODLE SOUP,
3217047,CREAM OF POTATO,WITH BACON
3217048,VEGETABLE BEEF SOUP,
3217049,MINESTRONE SOUP,
3217050,VEGETABLE MEDLEY SOUP,
3220100,AJINOMOTO,
3220156,SESAME SEEDS,ROASTED
3220157,SESAME SEED,"WHT RSTD, IRI GOMA"
3220158,SESAME SEED,"WHT RSTD, IRI SHIRO"
3220159,SESAME SEED,"BLK RSTD, IRI KUROGOMA"
3222008,FOOD COLOR,RED
3222009,FOOD COLOR,YELLOW / EGG SHADE
3223022,PEPPER,CRUSHED
3223108,CHILI SEASONING MIX,
3224018,SALT,KOSHER
3224024,SEA SALT,ALAEA RED
3224076,SALT,POPCORN & NUT
3224077,SALT,KOSHER
3224079,SALT,PLAIN IN SHAKER
3224080,SALT,IODIZED SHAKER
3224089,SEA SALT,COARSE
3224090,SEA SALT,FINE
3230030,FORTUNE COOKIES,
3230129,BARLEY,ROASTED
3230130,CORN,DRIED ROASTED
3230133,RED BEAN,DRIED
3230134,RED BEAN,DRIED
3231034,BEAN THREAD NOODLESS,
3231036,N/A,
3231045,BIHON NOODLES,RICE STICKS
3231046,PANCIT CANTON FLOUR,
3231047,BIHON NOODLES,GOLDEN
3231048,YAMAIMO SOBA NDLS,BUCKWHEAT W/YAM
3231049,SOMEN NOODLES,IBONITO ITO TENOBE
3231050,HARIMA NO TAKUMI,SOMEN NOODLES
3231051,MALONY HARUSAME NOODLES,
3231052,VERMICELLI RICE NOODLES,
3231053,SOBA NOODLES,BUCKWHEAT
3231055,SOMEN NOODLES,
3231058,BIHON NOODLES,GOLDEN
3231505,RICE PAPER,
3232585,GNOCCHI PASTA,
3234024,MASHED POTATO,COMPLETE INSTANT
3234054,REAL MASHED POTATO,DRY
3234057,MASHED POTATO,ROASTED GARLIC
3234060,MASHED POTATO,REAL
3234064,HASHBROWN POTATO,
3234536,ONION RINGS,"3/8"" BEER BATTER"
3234700,STUFFED JALAPENOS,CHEDDAR
3234709,ONION RINGS,"5/8"" BEER BATTER"
3234710,ONION RINGS,"3/16"" BREADED"
3234711,ONION RINGS,"3/8"" BREADED"
3236508,WILD RICE ,LONG GRAIN
3236510,WILD RICE ,FANCY GRADE A
3236542,COUSCOUS,MEDIUM GRAIN
3236546,COUSCOUS,TRADITIONAL
3236563,ARBORIO RICE,(FOR RISOTTO)
3236568,ARBORIO RICE,
3236569,PILAF RICE,
3236571,POLENTA CORN MEAL,MED-ITALY
3239015,GRITS,
3239031,STUFFING MIX,CHICKEN
3240010,COCONUT MIX,INSTANT POWDER
3240011,GREEN TEA MIX,INSTANT POWDER
3240012,THAI TEA MIX,INSTANT POWDER
3240013,BUBBLE MILK TEA MIX,INSTANT POWDER
3240113,SUGAR,SUPERFINE
3240114,SUGAR,GOLDEN BROWN
3240116,SUGAR,DARK BROWN
3240118,SUGAR,POWDERED
3240128,SUGAR,GRANULATED
3240132,SPLENDA,GRANULATED
3240143,SUGAR,GOLDEN BROWN
3240144,SUGAR,POWDERED
3242504,FRUCTOSE SUGAR,
3250109,CHOCOLATE SYRUP,
3250112,CHOCOLATE SYRUP,IN JUG
3250178,PINEAPPLE TOPPINNG,
3250179,STRAWBERRY TOPPING,
3250180,BUTTERSCOTCH TOPPING,
3250181,HOT FUDGE TOPPING,
3250183,CARAMEL TOPPING,
3250185,CARAMEL TOPPING,
3250187,CARAMEL DESSERT SAUCE,
3250195,STRAWBERRY DESSERT SAUCE,
3250215,CHOCOLATE DESSERT SAUCE,
3252001,LIGHT CORN SYRUP,
3252002,LIGHT CORN SYRUP,
3252015,PANCAKE & WAFFLE SYRUP,
3252018,IMITATION MAPLE SYRUP,
3252019,SIMPLE SYRUP,
3252040,MALT SYRUP,WHITE
3252051,GUAVA SYRUP,EGGS N THINGS
3252053,COCONUT SYRUP,
3252055,COCONUT SYRUP,
3252056,GUAVA SYRUP,
3252057,LILIKOI SYRUP,
3252075,GUAVA SYRUP,
3254011,MOLASSES,LIGHT/MILD
3256140,SPICED CHAI TEA POWDER,
3256141,COCOA POWDER,MEXICAN SPICED
3256142,FROSTED LATTE POWDER,
3256143,MOCHA FRAPPE POWDER,
3256144,VANILLA EXPRESS POWDER,
3256145,SMOOTHIE MIX,MANGO
3256146,SMOOTHIE MIX,STRAWBERRY
3256147,FRUIT SMOOTHIE MIX,STRAWBERRY/BANANA
3256148,CARAMEL SAUCE,
3256149,DARK CHOCOLATE SAUCE,
3256150,WHITE CHOCOLATE SAUCE,
3256152,CHOCOLATE MAC NUT SYRUP,
3256153,CLASSIC CARAMEL SYRUP,
3256154,CLASSIC HAZELNUT SYRUP,
3256155,SALTED CARAMEL SYRUP,
3256156,COCONUT SYRUP,
3256157,FRENCH VANILLA SYRUP,
3256158,MANGO SYRUP,
3256160,PASSION FRUIT SYRUP,
3256161,PINEAPPLE SYRUP,
3256162,RASPBERRY SYRUP,
3256163,VANILLA SYRUP,SUGAR FREE
3256164,STRAWBERRY SYRUP,
3256165,VANILLA SYRUP,
3256166,COCONUT SYRUP,SUGAR FREE
3259159,MACADAMIA NUT SYRUP,
3260103,KETCHUP,
3260105,KETCHUP,
3260107,KETCHUP,
3260112,KETCHUP,JUG
3260120,KETCHUP,CLEAR BTL
3260157,KETCHUP,
3260158,KETCHUP,
3261503,TOMATO PASTE,
3262504,TOMATO PUREE,
3263004,TOMATO SAUCE,
3264005,CRUSHED TOMATO,
3264009,TOMATO,DICED IN JUICE
3264010,WHOLE TOMATO,PEELED
3264018,PIZZA SAUCE,
3264052,TOMATO,DICED IN JUICE
3264056,DICED TOMATOES,FIRE ROASTED
3264074,WHOLE TOMATO,PEELED WITH BASIL
3264086,GREEN TOMATILLOS,CRUSHED
3264097,"ITALIAN PEELED TOMATOES, GROUND",
3270104,BAKED BEANS,
3270106,PORK & BEANS,
3270107,KIDNEY BEANS,DARK RED
3270123,REFRIED BEANS,WITH LARD
3270130,GARBANZO BEANS,
3270131,WHOLE BLACK BEANS,
3270198,REFRIED BEANS,VEGETARIAN
3270203,THREE BEAN SALAD,
3270219,PINTO BEANS,
3270228,COLLARD GREENS,CHOPPED
3270231,SWEET RED BEANS,
3270232,YAMS,CUT IN SYRUP
3271501,PUMPKIN,SOLID PACK
3271510,SLICED CARROTS,FANCY
3271511,CREAM STYLE CORN,
3271528,SLICED BEETS,MEDIUM SMOOTH
3271529,MIXED VEGETABLES,ORIENTAL BLEND
3271533,MIXED VEGETABLES,ITALIAN BLEND
3271552,ARTICHOKE HEARTS,
3271614,WATERCHESTNUTS,SLICED
3271618,CUT GREEN BEANS,4 SIEVE
3271670,CARROTS,SLICED
3271671,BABY CARROTS,WHOLE
3271703,SAUERKRAUT,SHREDDED
3271707,SAUERKRAUT,
3271711,SWEET CORN,WHOLE KERNEL
3271734,BLACKEYED PEAS,
3271737,HEARTS OF PALM,
3271738,SPINACH LEAF,
3273526,GREEN PEAS,
3273529,SPINACH LEAF,
3273532,PEAS & CARROTS,
3273533,MIXED VEGETABLES,5 WAY
3273579,GREEN BEANS,
3273582,MIXED VEGETABLES,MONACO BLEND
